case_id,description,case_category,crime_type,severity,vulnerability,influence,plain_summary
CASE_1343,The accused slain the victim with a iron rod. The victim was killed and suffered fatal injuries. There was a homicide incident reported to the police. A criminal case was registered and investigation is ongoing.,Criminal/Violent,Violent,Fatal,High,Low,"The parties are involved in a legal dispute over the matters described in the case record. This case is classified as Criminal/Violent because the document indicates killed, victim, homicide. Under the Constitution of India, the rights engaged are Article 21, Article 22, Article 20, Article 14, Article 17, Article 23, Article 24, Article 39A. The governing principles include Doctrine of Proportionality, Doctrine of Parens Patriae, Rule of Law."
CASE_1344,The accused fatal the victim with a fists and kicks. The victim was assaulted and suffered major injuries. There was a choked incident reported to the police. A criminal case was registered and investigation is ongoing.,Criminal/Violent,Violent,Major,Low,High,"The parties are involved in a legal dispute over the matters described in the case record. This case is classified as Criminal/Violent because the document indicates assault, victim. Under the Constitution of India, the rights engaged are Article 21, Article 22, Article 20, Article 14, Article 17, Article 23, Article 24, Article 39A. The governing principles include Doctrine of Proportionality, Doctrine of Parens Patriae, Rule of Law."
CASE_1345,"A case of financial dispute has been reported. The matter involves misappropriated and borrowing. No physical harm was reported, but it involves winding up issues requiring legal resolution.",Company/Winding Up,Financial,No Injury,Low,Low,"The parties are involved in a legal dispute over the matters described in the case record. This case is classified as Company/Winding Up because the document indicates winding up, resolution. Under the Constitution of India, the rights engaged are Article 14, Article 300A, Article 19(1)(g), Article 21, Article 39, Article 39A. The governing principles include Doctrine of Proportionality, Principle of Natural Justice — Audi Alteram Partem, Rule of Law."
CASE_1346,The accused homicide the victim with a iron rod. The victim was rape and suffered fatal injuries. There was a blood incident reported to the police. A criminal case was registered and investigation is ongoing.,Criminal/Violent,Violent,Fatal,High,High,"The parties are involved in a legal dispute over the matters described in the case record. This case is classified as Criminal/Violent because the document indicates rape, victim, homicide. Under the Constitution of India, the rights engaged are Article 21, Article 22, Article 20, Article 14, Article 17, Article 23, Article 24, Article 39A. The governing principles include Doctrine of Proportionality, Doctrine of Parens Patriae, Rule of Law."
CASE_1347,"A case of financial dispute has been reported. The matter involves dissolution and cheating. No physical harm was reported, but it involves attachment issues requiring legal resolution.",General Civil,Financial,No Injury,High,High,"The parties are involved in a legal dispute over the matters described in the case record. This case is classified as General Civil because the document indicates dispute. Under the Constitution of India, the rights engaged are Article 14, Article 21, Article 39A, Article 44, Article 51A. The governing principles include Doctrine of Proportionality, Principle of Natural Justice — Audi Alteram Partem, Rule of Law."
CASE_1348,A case of non-violent has been filed. The dispute is over land involving loan. No physical harm was reported. The matter involves controversy and bankruptcy issues.,General Civil,Non-Violent,No Injury,High,Low,"The parties are involved in a legal dispute over the matters described in the case record. This case is classified as General Civil because the document indicates dispute. Under the Constitution of India, the rights engaged are Article 14, Article 21, Article 39A, Article 44, Article 51A. The governing principles include Doctrine of Proportionality, Principle of Natural Justice — Audi Alteram Partem, Rule of Law."
CASE_1349,The accused stabbing the victim with a knife. The victim was rape and suffered fatal injuries. There was a choked incident reported to the police. A criminal case was registered and investigation is ongoing.,Criminal/Violent,Violent,Fatal,High,Low,"The parties are involved in a legal dispute over the matters described in the case record. This case is classified as Criminal/Violent because the document indicates rape, victim, stabbing. Under the Constitution of India, the rights engaged are Article 21, Article 22, Article 20, Article 14, Article 17, Article 23, Article 24, Article 39A. The governing principles include Doctrine of Proportionality, Doctrine of Parens Patriae, Rule of Law."
CASE_1350,The accused bleeding the victim with a stick. The victim was slain and suffered major injuries. There was a fired upon incident reported to the police. A criminal case was registered and investigation is ongoing.,General Civil,Violent,Major,High,High,"The parties are involved in a legal dispute over the matters described in the case record. This case is classified as General Civil because the document indicates the facts of the dispute. Under the Constitution of India, the rights engaged are Article 14, Article 21, Article 39A, Article 44, Article 51A. The governing principles include Doctrine of Proportionality, Principle of Natural Justice — Audi Alteram Partem, Rule of Law."
CASE_1351,A case of property has been filed. The dispute is over disagreement involving insolvency. No physical harm was reported. The matter involves bankruptcy and debt issues.,Insolvency/Debt,Property,Minor,Low,Low,"The parties are involved in a legal dispute over the matters described in the case record. This case is classified as Insolvency/Debt because the document indicates insolvency, debt, bankruptcy. Under the Constitution of India, the rights engaged are Article 14, Article 300A, Article 19(1)(g), Article 21, Article 39, Article 39A. The governing principles include Doctrine of Proportionality, Principle of Natural Justice — Audi Alteram Partem, Doctrine of Legitimate Expectation."
CASE_1352,The accused dacoity the victim with a iron rod. The victim was slain and suffered major injuries. There was a fired upon incident reported to the police. A criminal case was registered and investigation is ongoing.,Criminal/Violent,Violent,Major,Medium,Low,"The parties are involved in a legal dispute over the matters described in the case record. This case is classified as Criminal/Violent because the document indicates victim, dacoity. Under the Constitution of India, the rights engaged are Article 21, Article 22, Article 20, Article 14, Article 17, Article 23, Article 24, Article 39A. The governing principles include Doctrine of Proportionality, Doctrine of Parens Patriae, Rule of Law."
CASE_1353,A case of non-violent has been filed. The dispute is over breach involving debt. No physical harm was reported. The matter involves insolvency and winding up issues.,Insolvency/Debt,Non-Violent,No Injury,Medium,Low,"The parties are involved in a legal dispute over the matters described in the case record. This case is classified as Insolvency/Debt because the document indicates insolvency, debt. Under the Constitution of India, the rights engaged are Article 14, Article 300A, Article 19(1)(g), Article 21, Article 39, Article 39A. The governing principles include Doctrine of Proportionality, Principle of Natural Justice — Audi Alteram Partem, Doctrine of Legitimate Expectation."
CASE_1354,A case of property has been filed. The dispute is over deception involving fraud. No physical harm was reported. The matter involves rebate and tax issues.,General Civil,Property,Minor,Low,Low,"The parties are involved in a legal dispute over the matters described in the case record. This case is classified as General Civil because the document indicates dispute. Under the Constitution of India, the rights engaged are Article 14, Article 21, Article 39A, Article 44, Article 51A. The governing principles include Doctrine of Proportionality, Principle of Natural Justice — Audi Alteram Partem, Rule of Law."
CASE_1355,A case of financial has been filed. The dispute is over dispute involving tenancy. No physical harm was reported. The matter involves seizure and theft issues.,General Civil,Financial,No Injury,Medium,Low,"The parties are involved in a legal dispute over the matters described in the case record. This case is classified as General Civil because the document indicates dispute. Under the Constitution of India, the rights engaged are Article 14, Article 21, Article 39A, Article 44, Article 51A. The governing principles include Doctrine of Proportionality, Principle of Natural Justice — Audi Alteram Partem, Rule of Law."
CASE_1356,A case of non-violent has been filed. The dispute is over fraud involving insolvency. No physical harm was reported. The matter involves rebate and land issues.,General Civil,Non-Violent,No Injury,Low,Low,"The parties are involved in a legal dispute over the matters described in the case record. This case is classified as General Civil because the document indicates dispute. Under the Constitution of India, the rights engaged are Article 14, Article 21, Article 39A, Article 44, Article 51A. The governing principles include Doctrine of Proportionality, Principle of Natural Justice — Audi Alteram Partem, Rule of Law."
CASE_1357,A case of non-violent has been filed. The dispute is over seizure involving property. No physical harm was reported. The matter involves premises and possession issues.,Property/Land,Non-Violent,No Injury,High,Low,"The parties are involved in a legal dispute over the matters described in the case record. This case is classified as Property/Land because the document indicates possession, premises, property. Under the Constitution of India, the rights engaged are Article 300A, Article 14, Article 21, Article 39, Article 46, Article 243G. The governing principles include Doctrine of Proportionality, Principle of Natural Justice — Audi Alteram Partem, Doctrine of Legitimate Expectation, Rule of Law."
CASE_1358,The accused committed sexual assault on the victim. The victim was raped and suffered severe mental trauma. A case under relevant criminal provisions was registered.,Criminal/Violent,Violent,Major,High,Low,"The parties are involved in a legal dispute over the matters described in the case record. This case is classified as Criminal/Violent because the document indicates rape, assault, victim, sexual assault. Under the Constitution of India, the rights engaged are Article 21, Article 22, Article 20, Article 14, Article 17, Article 23, Article 24, Article 39A. The governing principles include Doctrine of Proportionality, Doctrine of Parens Patriae, Rule of Law."
CASE_1359,A case of non-violent has been filed. The dispute is over loan involving duty. No physical harm was reported. The matter involves dispute and tax issues.,General Civil,Non-Violent,No Injury,Low,Low,"The parties are involved in a legal dispute over the matters described in the case record. This case is classified as General Civil because the document indicates dispute. Under the Constitution of India, the rights engaged are Article 14, Article 21, Article 39A, Article 44, Article 51A. The governing principles include Doctrine of Proportionality, Principle of Natural Justice — Audi Alteram Partem, Rule of Law."
CASE_1360,A case of non-violent has been filed. The dispute is over property involving land. No physical harm was reported. The matter involves premises and disagreement issues.,Property/Land,Non-Violent,No Injury,Medium,Low,"The parties are involved in a legal dispute over the matters described in the case record. This case is classified as Property/Land because the document indicates land, premises, property. Under the Constitution of India, the rights engaged are Article 300A, Article 14, Article 21, Article 39, Article 46, Article 243G. The governing principles include Doctrine of Proportionality, Principle of Natural Justice — Audi Alteram Partem, Doctrine of Legitimate Expectation, Rule of Law."
CASE_1361,A case of financial has been filed. The dispute is over winding up involving misappropriated. No physical harm was reported. The matter involves contract and eviction issues.,General Civil,Financial,No Injury,Medium,Low,"The parties are involved in a legal dispute over the matters described in the case record. This case is classified as General Civil because the document indicates contract, dispute. Under the Constitution of India, the rights engaged are Article 14, Article 21, Article 39A, Article 44, Article 51A. The governing principles include Doctrine of Proportionality, Principle of Natural Justice — Audi Alteram Partem, Rule of Law."
CASE_1362,A case of property has been filed. The dispute is over breach involving cheating. No physical harm was reported. The matter involves borrowing and insolvency issues.,General Civil,Property,No Injury,High,High,"The parties are involved in a legal dispute over the matters described in the case record. This case is classified as General Civil because the document indicates dispute. Under the Constitution of India, the rights engaged are Article 14, Article 21, Article 39A, Article 44, Article 51A. The governing principles include Doctrine of Proportionality, Principle of Natural Justice — Audi Alteram Partem, Rule of Law."
CASE_1363,The accused fired upon the victim with a knife. The victim was strangled and suffered fatal injuries. There was a assault incident reported to the police. A criminal case was registered and investigation is ongoing.,Criminal/Violent,Violent,Fatal,High,Low,"The parties are involved in a legal dispute over the matters described in the case record. This case is classified as Criminal/Violent because the document indicates assault, victim. Under the Constitution of India, the rights engaged are Article 21, Article 22, Article 20, Article 14, Article 17, Article 23, Article 24, Article 39A. The governing principles include Doctrine of Proportionality, Doctrine of Parens Patriae, Rule of Law."
CASE_1364,"A case of financial dispute has been reported. The matter involves gst and disagreement. No physical harm was reported, but it involves excise issues requiring legal resolution.",General Civil,Financial,No Injury,Low,Low,"The parties are involved in a legal dispute over the matters described in the case record. This case is classified as General Civil because the document indicates dispute. Under the Constitution of India, the rights engaged are Article 14, Article 21, Article 39A, Article 44, Article 51A. The governing principles include Doctrine of Proportionality, Principle of Natural Justice — Audi Alteram Partem, Rule of Law."
CASE_1365,A property dispute concerning debt and rebate. The parties claim ownership and possession of the premises. dissolution is in question and court intervention sought.,Property/Land,Property,No Injury,Medium,Low,"The parties are involved in a legal dispute over the matters described in the case record. This case is classified as Property/Land because the document indicates possession, premises, property, ownership. Under the Constitution of India, the rights engaged are Article 300A, Article 14, Article 21, Article 39, Article 46, Article 243G. The governing principles include Doctrine of Proportionality, Principle of Natural Justice — Audi Alteram Partem, Doctrine of Legitimate Expectation, Rule of Law."
CASE_1366,The accused sexual assault the victim with a stick. The victim was murdered and suffered fatal injuries. There was a rape incident reported to the police. A criminal case was registered and investigation is ongoing.,Criminal/Violent,Violent,Fatal,Medium,Low,"The parties are involved in a legal dispute over the matters described in the case record. This case is classified as Criminal/Violent because the document indicates murder, rape, assault, victim. Under the Constitution of India, the rights engaged are Article 21, Article 22, Article 20, Article 14, Article 17, Article 23, Article 24, Article 39A. The governing principles include Doctrine of Proportionality, Doctrine of Parens Patriae, Rule of Law."
CASE_1367,"A case of financial dispute has been reported. The matter involves loan and fraud. No physical harm was reported, but it involves liquidation issues requiring legal resolution.",Company/Winding Up,Financial,No Injury,Medium,Low,"The parties are involved in a legal dispute over the matters described in the case record. This case is classified as Company/Winding Up because the document indicates liquidation, resolution. Under the Constitution of India, the rights engaged are Article 14, Article 300A, Article 19(1)(g), Article 21, Article 39, Article 39A. The governing principles include Doctrine of Proportionality, Principle of Natural Justice — Audi Alteram Partem, Rule of Law."
CASE_1368,The accused stabbing the victim with a stick. The victim was shot and suffered fatal injuries. There was a weapon incident reported to the police. A criminal case was registered and investigation is ongoing.,Criminal/Violent,Violent,Fatal,High,Low,"The parties are involved in a legal dispute over the matters described in the case record. This case is classified as Criminal/Violent because the document indicates weapon, victim, stabbing, shot. Under the Constitution of India, the rights engaged are Article 21, Article 22, Article 20, Article 14, Article 17, Article 23, Article 24, Article 39A. The governing principles include Doctrine of Proportionality, Doctrine of Parens Patriae, Rule of Law."
CASE_1369,A case of property has been filed. The dispute is over disagreement involving property. No physical harm was reported. The matter involves contract and tenancy issues.,General Civil,Property,Minor,Low,Low,"The parties are involved in a legal dispute over the matters described in the case record. This case is classified as General Civil because the document indicates contract, dispute. Under the Constitution of India, the rights engaged are Article 14, Article 21, Article 39A, Article 44, Article 51A. The governing principles include Doctrine of Proportionality, Principle of Natural Justice — Audi Alteram Partem, Rule of Law."
CASE_1370,A case of property has been filed. The dispute is over disagreement involving attachment. No physical harm was reported. The matter involves gst and bankruptcy issues.,General Civil,Property,No Injury,Low,High,"The parties are involved in a legal dispute over the matters described in the case record. This case is classified as General Civil because the document indicates dispute. Under the Constitution of India, the rights engaged are Article 14, Article 21, Article 39A, Article 44, Article 51A. The governing principles include Doctrine of Proportionality, Principle of Natural Justice — Audi Alteram Partem, Rule of Law."
CASE_1371,A case of non-violent has been filed. The dispute is over theft involving possession. No physical harm was reported. The matter involves estate and dissolution issues.,General Civil,Non-Violent,No Injury,Low,Low,"The parties are involved in a legal dispute over the matters described in the case record. This case is classified as General Civil because the document indicates dispute. Under the Constitution of India, the rights engaged are Article 14, Article 21, Article 39A, Article 44, Article 51A. The governing principles include Doctrine of Proportionality, Principle of Natural Justice — Audi Alteram Partem, Rule of Law."
CASE_1372,"A case of financial dispute has been reported. The matter involves tenancy and land. No physical harm was reported, but it involves stolen issues requiring legal resolution.",General Civil,Financial,No Injury,High,High,"The parties are involved in a legal dispute over the matters described in the case record. This case is classified as General Civil because the document indicates dispute. Under the Constitution of India, the rights engaged are Article 14, Article 21, Article 39A, Article 44, Article 51A. The governing principles include Doctrine of Proportionality, Principle of Natural Justice — Audi Alteram Partem, Rule of Law."
CASE_1373,A case of non-violent has been filed. The dispute is over estate involving deception. No physical harm was reported. The matter involves seizure and rebate issues.,General Civil,Non-Violent,Minor,Medium,Low,"The parties are involved in a legal dispute over the matters described in the case record. This case is classified as General Civil because the document indicates dispute. Under the Constitution of India, the rights engaged are Article 14, Article 21, Article 39A, Article 44, Article 51A. The governing principles include Doctrine of Proportionality, Principle of Natural Justice — Audi Alteram Partem, Rule of Law."
CASE_1374,A case of property has been filed. The dispute is over loan involving seizure. No physical harm was reported. The matter involves drawback and eviction issues.,General Civil,Property,No Injury,Low,Low,"The parties are involved in a legal dispute over the matters described in the case record. This case is classified as General Civil because the document indicates dispute. Under the Constitution of India, the rights engaged are Article 14, Article 21, Article 39A, Article 44, Article 51A. The governing principles include Doctrine of Proportionality, Principle of Natural Justice — Audi Alteram Partem, Rule of Law."
CASE_1375,A property dispute concerning loan and estate. The parties claim ownership and possession of the premises. fraud is in question and court intervention sought.,Property/Land,Property,Minor,High,Low,"The parties are involved in a legal dispute over the matters described in the case record. This case is classified as Property/Land because the document indicates possession, premises, property, ownership. Under the Constitution of India, the rights engaged are Article 300A, Article 14, Article 21, Article 39, Article 46, Article 243G. The governing principles include Doctrine of Proportionality, Principle of Natural Justice — Audi Alteram Partem, Doctrine of Legitimate Expectation, Rule of Law."
CASE_1376,"A case of financial dispute has been reported. The matter involves land and tenancy. No physical harm was reported, but it involves tax issues requiring legal resolution.",General Civil,Financial,Minor,Low,High,"The parties are involved in a legal dispute over the matters described in the case record. This case is classified as General Civil because the document indicates dispute. Under the Constitution of India, the rights engaged are Article 14, Article 21, Article 39A, Article 44, Article 51A. The governing principles include Doctrine of Proportionality, Principle of Natural Justice — Audi Alteram Partem, Rule of Law."
CASE_1377,"A case of financial dispute has been reported. The matter involves stolen and disagreement. No physical harm was reported, but it involves liquidation issues requiring legal resolution.",Company/Winding Up,Financial,Minor,Low,Low,"The parties are involved in a legal dispute over the matters described in the case record. This case is classified as Company/Winding Up because the document indicates liquidation, resolution. Under the Constitution of India, the rights engaged are Article 14, Article 300A, Article 19(1)(g), Article 21, Article 39, Article 39A. The governing principles include Doctrine of Proportionality, Principle of Natural Justice — Audi Alteram Partem, Rule of Law."
CASE_1378,"A case of financial dispute has been reported. The matter involves rebate and attachment. No physical harm was reported, but it involves tenancy issues requiring legal resolution.",General Civil,Financial,No Injury,High,Low,"The parties are involved in a legal dispute over the matters described in the case record. This case is classified as General Civil because the document indicates dispute. Under the Constitution of India, the rights engaged are Article 14, Article 21, Article 39A, Article 44, Article 51A. The governing principles include Doctrine of Proportionality, Principle of Natural Justice — Audi Alteram Partem, Rule of Law."
CASE_1379,A case of financial has been filed. The dispute is over estate involving loan. No physical harm was reported. The matter involves drawback and tenancy issues.,General Civil,Financial,No Injury,Low,Low,"The parties are involved in a legal dispute over the matters described in the case record. This case is classified as General Civil because the document indicates dispute. Under the Constitution of India, the rights engaged are Article 14, Article 21, Article 39A, Article 44, Article 51A. The governing principles include Doctrine of Proportionality, Principle of Natural Justice — Audi Alteram Partem, Rule of Law."
CASE_1380,A case of non-violent has been filed. The dispute is over disagreement involving land. No physical harm was reported. The matter involves gst and possession issues.,General Civil,Non-Violent,No Injury,High,Low,"The parties are involved in a legal dispute over the matters described in the case record. This case is classified as General Civil because the document indicates dispute. Under the Constitution of India, the rights engaged are Article 14, Article 21, Article 39A, Article 44, Article 51A. The governing principles include Doctrine of Proportionality, Principle of Natural Justice — Audi Alteram Partem, Rule of Law."
CASE_1381,A case of non-violent has been filed. The dispute is over agreement involving breach. No physical harm was reported. The matter involves theft and refund issues.,General Civil,Non-Violent,No Injury,High,Low,"The parties are involved in a legal dispute over the matters described in the case record. This case is classified as General Civil because the document indicates dispute. Under the Constitution of India, the rights engaged are Article 14, Article 21, Article 39A, Article 44, Article 51A. The governing principles include Doctrine of Proportionality, Principle of Natural Justice — Audi Alteram Partem, Rule of Law."
CASE_1382,The accused battered the victim with a fists and kicks. The victim was shot and suffered major injuries. There was a kidnapped incident reported to the police. A criminal case was registered and investigation is ongoing.,Criminal/Violent,Violent,Major,High,Low,"The parties are involved in a legal dispute over the matters described in the case record. This case is classified as Criminal/Violent because the document indicates victim, shot. Under the Constitution of India, the rights engaged are Article 21, Article 22, Article 20, Article 14, Article 17, Article 23, Article 24, Article 39A. The governing principles include Doctrine of Proportionality, Doctrine of Parens Patriae, Rule of Law."
CASE_1383,A case of property has been filed. The dispute is over duty involving possession. No physical harm was reported. The matter involves winding up and estate issues.,General Civil,Property,No Injury,Medium,Low,"The parties are involved in a legal dispute over the matters described in the case record. This case is classified as General Civil because the document indicates dispute. Under the Constitution of India, the rights engaged are Article 14, Article 21, Article 39A, Article 44, Article 51A. The governing principles include Doctrine of Proportionality, Principle of Natural Justice — Audi Alteram Partem, Rule of Law."
CASE_1384,A case of financial has been filed. The dispute is over attachment involving eviction. No physical harm was reported. The matter involves bankruptcy and rebate issues.,General Civil,Financial,Minor,High,Low,"The parties are involved in a legal dispute over the matters described in the case record. This case is classified as General Civil because the document indicates dispute. Under the Constitution of India, the rights engaged are Article 14, Article 21, Article 39A, Article 44, Article 51A. The governing principles include Doctrine of Proportionality, Principle of Natural Justice — Audi Alteram Partem, Rule of Law."
CASE_1385,A case of financial has been filed. The dispute is over tax involving dispute. No physical harm was reported. The matter involves estate and duty issues.,General Civil,Financial,No Injury,High,High,"The parties are involved in a legal dispute over the matters described in the case record. This case is classified as General Civil because the document indicates dispute. Under the Constitution of India, the rights engaged are Article 14, Article 21, Article 39A, Article 44, Article 51A. The governing principles include Doctrine of Proportionality, Principle of Natural Justice — Audi Alteram Partem, Rule of Law."
CASE_1386,A case of non-violent has been filed. The dispute is over bankruptcy involving tax. No physical harm was reported. The matter involves eviction and duty issues.,General Civil,Non-Violent,No Injury,High,Low,"The parties are involved in a legal dispute over the matters described in the case record. This case is classified as General Civil because the document indicates dispute. Under the Constitution of India, the rights engaged are Article 14, Article 21, Article 39A, Article 44, Article 51A. The governing principles include Doctrine of Proportionality, Principle of Natural Justice — Audi Alteram Partem, Rule of Law."
CASE_1387,The accused blood the victim with a sharp object. The victim was deadly and suffered fatal injuries. There was a assault incident reported to the police. A criminal case was registered and investigation is ongoing.,Criminal/Violent,Violent,Fatal,Medium,Low,"The parties are involved in a legal dispute over the matters described in the case record. This case is classified as Criminal/Violent because the document indicates assault, victim. Under the Constitution of India, the rights engaged are Article 21, Article 22, Article 20, Article 14, Article 17, Article 23, Article 24, Article 39A. The governing principles include Doctrine of Proportionality, Doctrine of Parens Patriae, Rule of Law."
CASE_1388,A case of property has been filed. The dispute is over bankruptcy involving seizure. No physical harm was reported. The matter involves breach and property issues.,General Civil,Property,No Injury,Medium,High,"The parties are involved in a legal dispute over the matters described in the case record. This case is classified as General Civil because the document indicates dispute. Under the Constitution of India, the rights engaged are Article 14, Article 21, Article 39A, Article 44, Article 51A. The governing principles include Doctrine of Proportionality, Principle of Natural Justice — Audi Alteram Partem, Rule of Law."
CASE_1389,The accused violence the victim with a fists and kicks. The victim was molested and suffered fatal injuries. There was a threat incident reported to the police. A criminal case was registered and investigation is ongoing.,General Civil,Violent,Fatal,Medium,Low,"The parties are involved in a legal dispute over the matters described in the case record. This case is classified as General Civil because the document indicates the facts of the dispute. Under the Constitution of India, the rights engaged are Article 14, Article 21, Article 39A, Article 44, Article 51A. The governing principles include Doctrine of Proportionality, Principle of Natural Justice — Audi Alteram Partem, Rule of Law."
CASE_1390,A property dispute concerning refund and fraud. The parties claim ownership and possession of the premises. borrowing is in question and court intervention sought.,Property/Land,Property,No Injury,Low,High,"The parties are involved in a legal dispute over the matters described in the case record. This case is classified as Property/Land because the document indicates possession, premises, property, ownership. Under the Constitution of India, the rights engaged are Article 300A, Article 14, Article 21, Article 39, Article 46, Article 243G. The governing principles include Doctrine of Proportionality, Principle of Natural Justice — Audi Alteram Partem, Doctrine of Legitimate Expectation, Rule of Law."
CASE_1391,The accused attacked the victim with a iron rod. The victim was stabbing and suffered major injuries. There was a molested incident reported to the police. A criminal case was registered and investigation is ongoing.,Criminal/Violent,Violent,Major,Medium,High,"The parties are involved in a legal dispute over the matters described in the case record. This case is classified as Criminal/Violent because the document indicates victim, stabbing. Under the Constitution of India, the rights engaged are Article 21, Article 22, Article 20, Article 14, Article 17, Article 23, Article 24, Article 39A. The governing principles include Doctrine of Proportionality, Doctrine of Parens Patriae, Rule of Law."
CASE_1392,A case of non-violent has been filed. The dispute is over refund involving deception. No physical harm was reported. The matter involves attachment and contract issues.,General Civil,Non-Violent,No Injury,Low,Low,"The parties are involved in a legal dispute over the matters described in the case record. This case is classified as General Civil because the document indicates contract, dispute. Under the Constitution of India, the rights engaged are Article 14, Article 21, Article 39A, Article 44, Article 51A. The governing principles include Doctrine of Proportionality, Principle of Natural Justice — Audi Alteram Partem, Rule of Law."
CASE_1393,The accused committed sexual assault on the victim. The victim was raped and suffered severe mental trauma. A case under relevant criminal provisions was registered.,Criminal/Violent,Violent,Major,High,High,"The parties are involved in a legal dispute over the matters described in the case record. This case is classified as Criminal/Violent because the document indicates rape, assault, victim, sexual assault. Under the Constitution of India, the rights engaged are Article 21, Article 22, Article 20, Article 14, Article 17, Article 23, Article 24, Article 39A. The governing principles include Doctrine of Proportionality, Doctrine of Parens Patriae, Rule of Law."
CASE_1394,The accused fired upon the victim with a stick. The victim was battered and suffered fatal injuries. There was a molested incident reported to the police. A criminal case was registered and investigation is ongoing.,General Civil,Violent,Fatal,Medium,Low,"The parties are involved in a legal dispute over the matters described in the case record. This case is classified as General Civil because the document indicates the facts of the dispute. Under the Constitution of India, the rights engaged are Article 14, Article 21, Article 39A, Article 44, Article 51A. The governing principles include Doctrine of Proportionality, Principle of Natural Justice — Audi Alteram Partem, Rule of Law."
CASE_1395,The accused blood the victim with a iron rod. The victim was threat and suffered fatal injuries. There was a violent incident reported to the police. A criminal case was registered and investigation is ongoing.,General Civil,Violent,Fatal,High,Low,"The parties are involved in a legal dispute over the matters described in the case record. This case is classified as General Civil because the document indicates the facts of the dispute. Under the Constitution of India, the rights engaged are Article 14, Article 21, Article 39A, Article 44, Article 51A. The governing principles include Doctrine of Proportionality, Principle of Natural Justice — Audi Alteram Partem, Rule of Law."
CASE_1396,"A case of financial dispute has been reported. The matter involves dispute and attachment. No physical harm was reported, but it involves premises issues requiring legal resolution.",General Civil,Financial,No Injury,Low,Low,"The parties are involved in a legal dispute over the matters described in the case record. This case is classified as General Civil because the document indicates dispute. Under the Constitution of India, the rights engaged are Article 14, Article 21, Article 39A, Article 44, Article 51A. The governing principles include Doctrine of Proportionality, Principle of Natural Justice — Audi Alteram Partem, Rule of Law."
CASE_1397,A case of non-violent has been filed. The dispute is over dispute involving eviction. No physical harm was reported. The matter involves seizure and liquidation issues.,General Civil,Non-Violent,No Injury,Low,Low,"The parties are involved in a legal dispute over the matters described in the case record. This case is classified as General Civil because the document indicates dispute. Under the Constitution of India, the rights engaged are Article 14, Article 21, Article 39A, Article 44, Article 51A. The governing principles include Doctrine of Proportionality, Principle of Natural Justice — Audi Alteram Partem, Rule of Law."
CASE_1398,A case of non-violent has been filed. The dispute is over tax involving agreement. No physical harm was reported. The matter involves property and drawback issues.,General Civil,Non-Violent,No Injury,Low,Low,"The parties are involved in a legal dispute over the matters described in the case record. This case is classified as General Civil because the document indicates dispute. Under the Constitution of India, the rights engaged are Article 14, Article 21, Article 39A, Article 44, Article 51A. The governing principles include Doctrine of Proportionality, Principle of Natural Justice — Audi Alteram Partem, Rule of Law."
CASE_1399,"A case of financial dispute has been reported. The matter involves cheating and duty. No physical harm was reported, but it involves dissolution issues requiring legal resolution.",General Civil,Financial,Minor,Medium,Low,"The parties are involved in a legal dispute over the matters described in the case record. This case is classified as General Civil because the document indicates dispute. Under the Constitution of India, the rights engaged are Article 14, Article 21, Article 39A, Article 44, Article 51A. The governing principles include Doctrine of Proportionality, Principle of Natural Justice — Audi Alteram Partem, Rule of Law."
CASE_1400,The accused abducted the victim with a iron rod. The victim was choked and suffered major injuries. There was a weapon incident reported to the police. A criminal case was registered and investigation is ongoing.,Criminal/Violent,Violent,Major,Medium,Low,"The parties are involved in a legal dispute over the matters described in the case record. This case is classified as Criminal/Violent because the document indicates weapon, victim. Under the Constitution of India, the rights engaged are Article 21, Article 22, Article 20, Article 14, Article 17, Article 23, Article 24, Article 39A. The governing principles include Doctrine of Proportionality, Doctrine of Parens Patriae, Rule of Law."
CASE_1401,A case of property has been filed. The dispute is over possession involving refund. No physical harm was reported. The matter involves dispute and debt issues.,General Civil,Property,No Injury,Medium,Low,"The parties are involved in a legal dispute over the matters described in the case record. This case is classified as General Civil because the document indicates dispute. Under the Constitution of India, the rights engaged are Article 14, Article 21, Article 39A, Article 44, Article 51A. The governing principles include Doctrine of Proportionality, Principle of Natural Justice — Audi Alteram Partem, Rule of Law."
CASE_1402,The accused dacoity the victim with a gun. The victim was choked and suffered fatal injuries. There was a slain incident reported to the police. A criminal case was registered and investigation is ongoing.,Criminal/Violent,Violent,Fatal,Medium,Low,"The parties are involved in a legal dispute over the matters described in the case record. This case is classified as Criminal/Violent because the document indicates victim, dacoity. Under the Constitution of India, the rights engaged are Article 21, Article 22, Article 20, Article 14, Article 17, Article 23, Article 24, Article 39A. The governing principles include Doctrine of Proportionality, Doctrine of Parens Patriae, Rule of Law."
CASE_1403,The accused deadly weapon the victim with a iron rod. The victim was injured and suffered major injuries. There was a molested incident reported to the police. A criminal case was registered and investigation is ongoing.,Criminal/Violent,Violent,Major,Low,Low,"The parties are involved in a legal dispute over the matters described in the case record. This case is classified as Criminal/Violent because the document indicates weapon, victim, deadly weapon. Under the Constitution of India, the rights engaged are Article 21, Article 22, Article 20, Article 14, Article 17, Article 23, Article 24, Article 39A. The governing principles include Doctrine of Proportionality, Doctrine of Parens Patriae, Rule of Law."
